rfid_tag_id,reader_id,timestamp,beer_id,beer_name,tap_name
0008820372,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 23:16:07 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0009537160,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 23:15:06 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008821661,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 23:14:20 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0006542761,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 23:14:18 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0006542761,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 23:14:15 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0009411932,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 23:13:43 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008820722,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 23:13:32 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0006542647,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 23:13:18 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0006545845,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 23:12:57 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008820539,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 23:12:40 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008820541,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 23:10:35 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0009392023,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 23:09:24 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0009411918,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 23:09:16 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
"",c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 23:07:02 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008821132,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 23:06:40 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820969,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 23:05:10 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008821560,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 23:04:44 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
"",c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 23:03:53 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
"",c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 23:03:41 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0009412831,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 23:03:33 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820547,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 23:02:20 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0006545845,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 23:01:47 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008820530,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 23:01:16 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0013329600,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 23:00:01 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0013329113,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:58:45 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008822108,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:58:37 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008822037,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:58:26 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821014,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:58:14 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008820539,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:57:50 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008821455,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:57:38 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0013329579,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:57:36 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008820724,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:56:50 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0013329104,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:56:36 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0006546302,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:56:21 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0006561234,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:54:47 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
"",c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:54:38 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820677,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:54:26 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0006545845,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:50:44 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008820835,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:50:08 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0009537160,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:49:27 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820724,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:48:37 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008821968,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:48:33 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008822516,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:48:18 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008821374,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:48:03 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0013329181,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:47:44 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820087,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:47:17 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0013329884,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:47:09 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
"",c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:46:12 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820372,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:46:07 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0006545825,c9f9b211f41398cb73a2e3e41ad8e99c,2013-03-09 22:45:24 -0800,c9f9b211f41398cb73a2e3e41aef548b,Fool's Gold Sour Blonde,Indoor Tap 1
0008820853,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:45:14 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008822108,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:44:31 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008820788,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:43:37 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008822026,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:43:24 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0013329106,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:43:19 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008821313,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:42:52 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0009411889,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:42:34 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008820541,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:42:32 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0006546302,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:42:23 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008821665,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:41:22 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0013329113,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:41:08 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0006545830,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:40:54 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0013327177,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:40:23 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008820413,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:40:00 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0013329600,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:39:23 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820547,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:39:02 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0013329579,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:38:55 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0013329104,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:38:14 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0000000000,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:37:39 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821261,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:37:39 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0013331072,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:37:31 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008820005,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:36:46 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008822025,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:36:40 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821810,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:36:30 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008820372,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:36:04 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008820704,c9f9b211f41398cb73a2e3e41ad8e99c,2013-03-09 22:35:44 -0800,c9f9b211f41398cb73a2e3e41aef548b,Fool's Gold Sour Blonde,Indoor Tap 1
0008822110,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:35:11 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008821446,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:34:51 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008822516,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:34:36 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0006545845,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:32:30 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008821108,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:32:08 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008821070,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:31:01 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0013330090,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:29:36 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008821727,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:29:21 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008820207,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:29:13 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0006544344,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:28:05 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0013329601,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:27:59 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821000,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:27:43 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0006542791,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:27:33 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008820853,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:27:26 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0013327177,c9f9b211f41398cb73a2e3e41ad8e99c,2013-03-09 22:27:17 -0800,c9f9b211f41398cb73a2e3e41aef548b,Fool's Gold Sour Blonde,Indoor Tap 1
0008821823,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:27:02 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821437,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:26:26 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0009411889,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:26:17 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0006546302,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:26:02 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008821665,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:25:15 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0009535417,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:24:56 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821810,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:24:47 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008821810,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:24:37 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0006541790,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:24:32 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008821968,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:24:20 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008821450,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:24:08 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008820372,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:24:00 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008822026,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:23:48 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008821661,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:23:40 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008820788,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:23:37 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0009537160,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:23:31 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008820128,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:23:23 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008821310,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:23:22 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0006546286,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:23:10 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0006541759,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:22:48 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008821355,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:21:47 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008820704,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:21:40 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0008821446,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:21:26 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008813240,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:21:15 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0008822108,c9f9b211f41398cb73a2e3e41ad8b3a8,2013-03-09 22:21:03 -0800,f2f074eb0297032cf10dce288f5320ac,Hop for the best IPA,Indoor Tap 8
0013326513,c9f9b211f41398cb73a2e3e41ad8c899,2013-03-09 22:20:51 -0800,f2f074eb0297032cf10dce288f52472c,Belgian Porter,Indoor Tap 6
0008822141,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:20:35 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821313,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:20:03 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0000000000,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:19:51 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008820025,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:19:51 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0006545845,c9f9b211f41398cb73a2e3e41ad8da00,2013-03-09 22:19:35 -0800,c9f9b211f41398cb73a2e3e41afa5b27,Todd Rungren Rye-Saison,Indoor Tap 3
0000000000,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:19:30 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0013329884,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:19:30 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0006545830,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:19:15 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008820087,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:19:06 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0008821282,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:18:56 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0006542637,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:18:43 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0013329180,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:18:15 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0008813085,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:18:13 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
"",c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:17:44 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008821560,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:17:40 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
0008820524,c9f9b211f41398cb73a2e3e41ad8bb98,2013-03-09 22:17:34 -0800,f2f074eb0297032cf10dce288f52ced1,The Cyclhops Imperial IPA,Indoor Tap 7
0008820959,c9f9b211f41398cb73a2e3e41ad8dd30,2013-03-09 22:17:19 -0800,c9f9b211f41398cb73a2e3e41af42b06,Leggy Blonde,Indoor Tap 2
0013327177,c9f9b211f41398cb73a2e3e41ad8d15a,2013-03-09 22:16:54 -0800,f2f074eb0297032cf10dce288f51f343,Bexley's Porter,Indoor Tap 4
0013331072,c9f9b211f41398cb73a2e3e41ad8d0ce,2013-03-09 22:16:03 -0800,f2f074eb0297032cf10dce288f51f9bb,The Skeptic Red IPA,Indoor Tap 5
